substring,family,log10_span_cost,action,note,params
6061626364656667686970717273747576777879,decimal_count_no_separator,2.778,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":60,""step"":1,""terms"":20}"
6162636465666768697071727374757677787980,decimal_count_no_separator,2.778,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":61,""step"":1,""terms"":20}"
6263646566676869707172737475767778798081,decimal_count_no_separator,2.778,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":62,""step"":1,""terms"":20}"
6364656667686970717273747576777879808182,decimal_count_no_separator,2.778,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":63,""step"":1,""terms"":20}"
6465666768697071727374757677787980818283,decimal_count_no_separator,2.778,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":64,""step"":1,""terms"":20}"
6566676869707172737475767778798081828384,decimal_count_no_separator,2.778,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":65,""step"":1,""terms"":20}"
6667686970717273747576777879808182838485,decimal_count_no_separator,2.778,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":66,""step"":1,""terms"":20}"
6768697071727374757677787980818283848586,decimal_count_no_separator,2.778,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":67,""step"":1,""terms"":20}"
6869707172737475767778798081828384858687,decimal_count_no_separator,2.778,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":68,""step"":1,""terms"":20}"
6970717273747576777879808182838485868788,decimal_count_no_separator,2.778,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":69,""step"":1,""terms"":20}"
7071727374757677787980818283848586878889,decimal_count_no_separator,2.845,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":70,""step"":1,""terms"":20}"
7172737475767778798081828384858687888990,decimal_count_no_separator,2.845,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":71,""step"":1,""terms"":20}"
7273747576777879808182838485868788899091,decimal_count_no_separator,2.845,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":72,""step"":1,""terms"":20}"
7374757677787980818283848586878889909192,decimal_count_no_separator,2.845,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":73,""step"":1,""terms"":20}"
7475767778798081828384858687888990919293,decimal_count_no_separator,2.845,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":74,""step"":1,""terms"":20}"
7576777879808182838485868788899091929394,decimal_count_no_separator,2.845,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":75,""step"":1,""terms"":20}"
7677787980818283848586878889909192939495,decimal_count_no_separator,2.845,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":76,""step"":1,""terms"":20}"
7778798081828384858687888990919293949596,decimal_count_no_separator,2.845,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":77,""step"":1,""terms"":20}"
7879808182838485868788899091929394959697,decimal_count_no_separator,2.845,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":78,""step"":1,""terms"":20}"
7980818283848586878889909192939495969798,decimal_count_no_separator,2.845,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":79,""step"":1,""terms"":20}"
8081828384858687888990919293949596979899,decimal_count_no_separator,2.903,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":80,""step"":1,""terms"":20}"
9596979899100101102103104105106107108109,decimal_count_no_separator,2.954,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":95,""step"":1,""terms"":15}"
81828384858687888990919293949596979899100,decimal_count_no_separator,2.903,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":81,""step"":1,""terms"":20}"
96979899100101102103104105106107108109110,decimal_count_no_separator,2.954,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":96,""step"":1,""terms"":15}"
828384858687888990919293949596979899100101,decimal_count_no_separator,2.903,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":82,""step"":1,""terms"":20}"
979899100101102103104105106107108109110111,decimal_count_no_separator,2.954,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":97,""step"":1,""terms"":15}"
8384858687888990919293949596979899100101102,decimal_count_no_separator,2.903,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":83,""step"":1,""terms"":20}"
9899100101102103104105106107108109110111112,decimal_count_no_separator,2.954,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":98,""step"":1,""terms"":15}"
84858687888990919293949596979899100101102103,decimal_count_no_separator,2.903,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":84,""step"":1,""terms"":20}"
99100101102103104105106107108109110111112113,decimal_count_no_separator,2.954,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":99,""step"":1,""terms"":15}"
100101102103104105106107108109110111112113114,decimal_count_no_separator,3.000,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":100,""step"":1,""terms"":15}"
101102103104105106107108109110111112113114115,decimal_count_no_separator,3.000,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":101,""step"":1,""terms"":15}"
102103104105106107108109110111112113114115116,decimal_count_no_separator,3.000,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":102,""step"":1,""terms"":15}"
103104105106107108109110111112113114115116117,decimal_count_no_separator,3.000,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":103,""step"":1,""terms"":15}"
104105106107108109110111112113114115116117118,decimal_count_no_separator,3.000,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":104,""step"":1,""terms"":15}"
105106107108109110111112113114115116117118119,decimal_count_no_separator,3.000,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":105,""step"":1,""terms"":15}"
106107108109110111112113114115116117118119120,decimal_count_no_separator,3.000,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":106,""step"":1,""terms"":15}"
107108109110111112113114115116117118119120121,decimal_count_no_separator,3.000,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":107,""step"":1,""terms"":15}"
108109110111112113114115116117118119120121122,decimal_count_no_separator,3.000,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":108,""step"":1,""terms"":15}"
109110111112113114115116117118119120121122123,decimal_count_no_separator,3.000,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":109,""step"":1,""terms"":15}"
110111112113114115116117118119120121122123124,decimal_count_no_separator,3.041,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":110,""step"":1,""terms"":15}"
111112113114115116117118119120121122123124125,decimal_count_no_separator,3.041,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":111,""step"":1,""terms"":15}"
112113114115116117118119120121122123124125126,decimal_count_no_separator,3.041,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":112,""step"":1,""terms"":15}"
113114115116117118119120121122123124125126127,decimal_count_no_separator,3.041,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":113,""step"":1,""terms"":15}"
114115116117118119120121122123124125126127128,decimal_count_no_separator,3.041,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":114,""step"":1,""terms"":15}"
115116117118119120121122123124125126127128129,decimal_count_no_separator,3.041,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":115,""step"":1,""terms"":15}"
116117118119120121122123124125126127128129130,decimal_count_no_separator,3.041,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":116,""step"":1,""terms"":15}"
117118119120121122123124125126127128129130131,decimal_count_no_separator,3.041,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":117,""step"":1,""terms"":15}"
118119120121122123124125126127128129130131132,decimal_count_no_separator,3.041,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":118,""step"":1,""terms"":15}"
119120121122123124125126127128129130131132133,decimal_count_no_separator,3.041,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":119,""step"":1,""terms"":15}"
120121122123124125126127128129130131132133134,decimal_count_no_separator,3.079,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":120,""step"":1,""terms"":15}"
121122123124125126127128129130131132133134135,decimal_count_no_separator,3.079,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":121,""step"":1,""terms"":15}"
122123124125126127128129130131132133134135136,decimal_count_no_separator,3.079,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":122,""step"":1,""terms"":15}"
123124125126127128129130131132133134135136137,decimal_count_no_separator,3.079,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":123,""step"":1,""terms"":15}"
124125126127128129130131132133134135136137138,decimal_count_no_separator,3.079,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":124,""step"":1,""terms"":15}"
125126127128129130131132133134135136137138139,decimal_count_no_separator,3.079,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":125,""step"":1,""terms"":15}"
126127128129130131132133134135136137138139140,decimal_count_no_separator,3.079,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":126,""step"":1,""terms"":15}"
127128129130131132133134135136137138139140141,decimal_count_no_separator,3.079,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":127,""step"":1,""terms"":15}"
128129130131132133134135136137138139140141142,decimal_count_no_separator,3.079,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":128,""step"":1,""terms"":15}"
129130131132133134135136137138139140141142143,decimal_count_no_separator,3.079,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":129,""step"":1,""terms"":15}"
130131132133134135136137138139140141142143144,decimal_count_no_separator,3.114,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":130,""step"":1,""terms"":15}"
131132133134135136137138139140141142143144145,decimal_count_no_separator,3.114,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":131,""step"":1,""terms"":15}"
132133134135136137138139140141142143144145146,decimal_count_no_separator,3.114,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":132,""step"":1,""terms"":15}"
133134135136137138139140141142143144145146147,decimal_count_no_separator,3.114,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":133,""step"":1,""terms"":15}"
134135136137138139140141142143144145146147148,decimal_count_no_separator,3.114,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":134,""step"":1,""terms"":15}"
135136137138139140141142143144145146147148149,decimal_count_no_separator,3.114,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":135,""step"":1,""terms"":15}"
136137138139140141142143144145146147148149150,decimal_count_no_separator,3.114,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":136,""step"":1,""terms"":15}"
137138139140141142143144145146147148149150151,decimal_count_no_separator,3.114,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":137,""step"":1,""terms"":15}"
138139140141142143144145146147148149150151152,decimal_count_no_separator,3.114,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":138,""step"":1,""terms"":15}"
139140141142143144145146147148149150151152153,decimal_count_no_separator,3.114,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":139,""step"":1,""terms"":15}"
140141142143144145146147148149150151152153154,decimal_count_no_separator,3.146,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":140,""step"":1,""terms"":15}"
141142143144145146147148149150151152153154155,decimal_count_no_separator,3.146,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":141,""step"":1,""terms"":15}"
142143144145146147148149150151152153154155156,decimal_count_no_separator,3.146,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":142,""step"":1,""terms"":15}"
143144145146147148149150151152153154155156157,decimal_count_no_separator,3.146,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":143,""step"":1,""terms"":15}"
144145146147148149150151152153154155156157158,decimal_count_no_separator,3.146,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":144,""step"":1,""terms"":15}"
145146147148149150151152153154155156157158159,decimal_count_no_separator,3.146,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":145,""step"":1,""terms"":15}"
146147148149150151152153154155156157158159160,decimal_count_no_separator,3.146,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":146,""step"":1,""terms"":15}"
147148149150151152153154155156157158159160161,decimal_count_no_separator,3.146,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":147,""step"":1,""terms"":15}"
148149150151152153154155156157158159160161162,decimal_count_no_separator,3.146,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":148,""step"":1,""terms"":15}"
149150151152153154155156157158159160161162163,decimal_count_no_separator,3.146,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":149,""step"":1,""terms"":15}"
150151152153154155156157158159160161162163164,decimal_count_no_separator,3.176,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":150,""step"":1,""terms"":15}"
151152153154155156157158159160161162163164165,decimal_count_no_separator,3.176,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":151,""step"":1,""terms"":15}"
152153154155156157158159160161162163164165166,decimal_count_no_separator,3.176,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":152,""step"":1,""terms"":15}"
153154155156157158159160161162163164165166167,decimal_count_no_separator,3.176,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":153,""step"":1,""terms"":15}"
154155156157158159160161162163164165166167168,decimal_count_no_separator,3.176,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":154,""step"":1,""terms"":15}"
155156157158159160161162163164165166167168169,decimal_count_no_separator,3.176,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":155,""step"":1,""terms"":15}"
156157158159160161162163164165166167168169170,decimal_count_no_separator,3.176,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":156,""step"":1,""terms"":15}"
157158159160161162163164165166167168169170171,decimal_count_no_separator,3.176,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":157,""step"":1,""terms"":15}"
158159160161162163164165166167168169170171172,decimal_count_no_separator,3.176,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":158,""step"":1,""terms"":15}"
159160161162163164165166167168169170171172173,decimal_count_no_separator,3.176,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":159,""step"":1,""terms"":15}"
160161162163164165166167168169170171172173174,decimal_count_no_separator,3.204,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":160,""step"":1,""terms"":15}"
161162163164165166167168169170171172173174175,decimal_count_no_separator,3.204,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":161,""step"":1,""terms"":15}"
162163164165166167168169170171172173174175176,decimal_count_no_separator,3.204,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":162,""step"":1,""terms"":15}"
163164165166167168169170171172173174175176177,decimal_count_no_separator,3.204,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":163,""step"":1,""terms"":15}"
164165166167168169170171172173174175176177178,decimal_count_no_separator,3.204,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":164,""step"":1,""terms"":15}"
165166167168169170171172173174175176177178179,decimal_count_no_separator,3.204,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":165,""step"":1,""terms"":15}"
166167168169170171172173174175176177178179180,decimal_count_no_separator,3.204,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":166,""step"":1,""terms"":15}"
167168169170171172173174175176177178179180181,decimal_count_no_separator,3.204,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":167,""step"":1,""terms"":15}"
168169170171172173174175176177178179180181182,decimal_count_no_separator,3.204,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":168,""step"":1,""terms"":15}"
169170171172173174175176177178179180181182183,decimal_count_no_separator,3.204,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":169,""step"":1,""terms"":15}"
170171172173174175176177178179180181182183184,decimal_count_no_separator,3.230,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":170,""step"":1,""terms"":15}"
171172173174175176177178179180181182183184185,decimal_count_no_separator,3.230,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":171,""step"":1,""terms"":15}"
172173174175176177178179180181182183184185186,decimal_count_no_separator,3.230,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":172,""step"":1,""terms"":15}"
173174175176177178179180181182183184185186187,decimal_count_no_separator,3.230,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":173,""step"":1,""terms"":15}"
174175176177178179180181182183184185186187188,decimal_count_no_separator,3.230,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":174,""step"":1,""terms"":15}"
175176177178179180181182183184185186187188189,decimal_count_no_separator,3.230,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":175,""step"":1,""terms"":15}"
176177178179180181182183184185186187188189190,decimal_count_no_separator,3.230,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":176,""step"":1,""terms"":15}"
177178179180181182183184185186187188189190191,decimal_count_no_separator,3.230,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":177,""step"":1,""terms"":15}"
178179180181182183184185186187188189190191192,decimal_count_no_separator,3.230,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":178,""step"":1,""terms"":15}"
179180181182183184185186187188189190191192193,decimal_count_no_separator,3.230,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":179,""step"":1,""terms"":15}"
180181182183184185186187188189190191192193194,decimal_count_no_separator,3.255,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":180,""step"":1,""terms"":15}"
181182183184185186187188189190191192193194195,decimal_count_no_separator,3.255,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":181,""step"":1,""terms"":15}"
182183184185186187188189190191192193194195196,decimal_count_no_separator,3.255,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":182,""step"":1,""terms"":15}"
183184185186187188189190191192193194195196197,decimal_count_no_separator,3.255,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":183,""step"":1,""terms"":15}"
184185186187188189190191192193194195196197198,decimal_count_no_separator,3.255,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":184,""step"":1,""terms"":15}"
185186187188189190191192193194195196197198199,decimal_count_no_separator,3.255,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":185,""step"":1,""terms"":15}"
186187188189190191192193194195196197198199200,decimal_count_no_separator,3.255,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":186,""step"":1,""terms"":15}"
187188189190191192193194195196197198199200201,decimal_count_no_separator,3.255,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":187,""step"":1,""terms"":15}"
188189190191192193194195196197198199200201202,decimal_count_no_separator,3.255,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":188,""step"":1,""terms"":15}"
189190191192193194195196197198199200201202203,decimal_count_no_separator,3.255,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":189,""step"":1,""terms"":15}"
190191192193194195196197198199200201202203204,decimal_count_no_separator,3.279,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":190,""step"":1,""terms"":15}"
191192193194195196197198199200201202203204205,decimal_count_no_separator,3.279,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":191,""step"":1,""terms"":15}"
192193194195196197198199200201202203204205206,decimal_count_no_separator,3.279,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":192,""step"":1,""terms"":15}"
193194195196197198199200201202203204205206207,decimal_count_no_separator,3.279,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":193,""step"":1,""terms"":15}"
194195196197198199200201202203204205206207208,decimal_count_no_separator,3.279,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":194,""step"":1,""terms"":15}"
195196197198199200201202203204205206207208209,decimal_count_no_separator,3.279,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":195,""step"":1,""terms"":15}"
196197198199200201202203204205206207208209210,decimal_count_no_separator,3.279,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":196,""step"":1,""terms"":15}"
197198199200201202203204205206207208209210211,decimal_count_no_separator,3.279,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":197,""step"":1,""terms"":15}"
198199200201202203204205206207208209210211212,decimal_count_no_separator,3.279,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":198,""step"":1,""terms"":15}"
199200201202203204205206207208209210211212213,decimal_count_no_separator,3.279,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":199,""step"":1,""terms"":15}"
200201202203204205206207208209210211212213214,decimal_count_no_separator,3.301,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":200,""step"":1,""terms"":15}"
201202203204205206207208209210211212213214215,decimal_count_no_separator,3.301,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":201,""step"":1,""terms"":15}"
202203204205206207208209210211212213214215216,decimal_count_no_separator,3.301,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":202,""step"":1,""terms"":15}"
203204205206207208209210211212213214215216217,decimal_count_no_separator,3.301,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":203,""step"":1,""terms"":15}"
204205206207208209210211212213214215216217218,decimal_count_no_separator,3.301,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":204,""step"":1,""terms"":15}"
205206207208209210211212213214215216217218219,decimal_count_no_separator,3.301,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":205,""step"":1,""terms"":15}"
206207208209210211212213214215216217218219220,decimal_count_no_separator,3.301,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":206,""step"":1,""terms"":15}"
207208209210211212213214215216217218219220221,decimal_count_no_separator,3.301,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":207,""step"":1,""terms"":15}"
208209210211212213214215216217218219220221222,decimal_count_no_separator,3.301,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":208,""step"":1,""terms"":15}"
209210211212213214215216217218219220221222223,decimal_count_no_separator,3.301,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":209,""step"":1,""terms"":15}"
210211212213214215216217218219220221222223224,decimal_count_no_separator,3.322,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":210,""step"":1,""terms"":15}"
